x	y
621	30
996	3180
524	269
4535	4203
3551	290
2343	1145
797	692
55	3562
3317	1366
4121	3377
1768	4791
3176	4812
4110	4454
1434	682
333	2502
1972	2303
3063	736
2995	2663
1083	3424
4832	2085
951	2425
1187	1228
4237	3453
2452	2369
4139	3218
2485	1493
1257	3471
415	3741
2069	4043
909	1273
3870	4728
3020	4817
692	4886
1369	2891
633	1149
2467	3494
2762	4650
1960	3334
1987	4025
2857	2998
2150	3655
3109	3798
906	1611
1823	1689
4040	915
1082	1322
4963	1316
3656	4365
1511	3712
4215	3416
4730	3836
4248	741
349	4345
1914	3837
4733	833
1150	3663
1420	3661
2299	1945
1085	1050
284	3942
4246	1970
2716	1192
2281	597
505	2219
3113	4844
3347	2601
779	521
2575	2939
71	2663
1618	3084
1636	1223
4623	2103
3660	4895
1272	1894
943	3568
3523	3385
4135	3950
4595	761
716	3772
183	1732
1427	640
1694	1169
1399	3991
420	1465
4015	4468
1807	1369
98	1738
2719	3621
3928	1250
4109	4177
3266	392
1091	2174
1637	382
3307	3798
3117	969
1312	4049
3515	4607
1093	4240
3528	3271
2529	4823
3130	1295
1447	3124
572	2157
85	407
218	4650
3171	4408
323	3412
1327	2149
3290	123
1327	1255
1405	2283
1620	2227
3321	1899
1248	4389
1113	2281
82	1126
4447	4180
3090	1990
4779	4867
4762	2378
3872	3507
2196	1141
2698	4083
2100	555
2901	1935
2087	2696
935	2793
2518	969
4450	863
494	2824
4781	3895
187	697
3616	3663
4873	3809
218	3475
4638	747
3353	1212
2029	902
1063	2179
1287	3739
2305	3594
1593	518
2916	755
2172	3467
2297	3752
467	2816
4883	166
815	1673
3156	1123
2947	890
4005	478
532	3796
577	139
40	2390
901	466
2359	1279
1817	2981
4169	90
2594	426
598	3113
343	4234
4936	1044
3938	3836
567	968
3821	2038
4439	1340
3707	4479
2717	4701
2982	4720
1238	4338
2681	3338
259	2707
832	690
3706	38
1789	944
1481	2934
2925	4897
3180	2860
3219	3179
1931	199
4516	1077
4334	4967
721	400
1930	4322
4256	3578
1744	68
2111	2589
1802	4621
4708	1695
4659	3212
2112	2208
4913	1425
2175	2074
1994	1409
3690	4079
3623	2497
4970	3071
2408	3045
756	3555
3661	899
80	4898
3387	2224
3288	3601
2302	1312
4006	2161
1000	4574
2107	3982
3960	2290
1308	2862
3917	4280
2405	4793
3857	3400
487	2104
38	861
2180	3207
3938	466
3014	3627
353	2117
3924	4644
2376	1838
670	679
1418	292
1671	3992
1632	3779
952	128
622	459
2565	2670
3042	2594
2814	1765
3225	3469
3805	428
3213	3944
1182	1091
3106	4144
4138	2238
2306	3134
1806	4162
3967	1164
1724	3593
4672	942
3439	2299
3356	4657
2941	1230
674	825
1347	89
1340	4821
1712	4989
1194	959
1523	1302
1909	572
314	2544
2208	2126
398	2240
2524	2020
1594	3987
3356	3429
3973	4295
2417	4936
4023	1403
4511	2719
2480	594
2734	858
4050	4597
1426	2785
4304	439
2866	2302
194	4311
3099	3875
2204	3739
2793	1768
2058	1251
4081	333
2247	3335
4804	3054
4301	1392
3829	2459
3252	1754
1317	2677
3454	4221
1837	2981
1153	3355
1542	2306
3251	1394
641	2608
358	342
736	984
1107	305
2270	849
383	3581
2159	1288
3537	412
2676	4307
801	1924
3844	398
2443	1539
2544	4289
1349	3040
172	2755
3888	3881
2901	1709
1100	1659
4709	1061
3277	2537
1865	2476
4239	4524
2383	2067
2824	4573
997	4522
2477	4064
4287	1235
1763	195
861	664
2862	1257
4039	334
3164	2453
4710	3095
3953	2604
4257	986
2347	3738
2334	4490
2030	2400
1477	3020
3506	3516
4331	2032
2085	3153
965	241
3344	3726
132	3122
228	3293
1861	3253
1267	4489
209	3231
2286	2965
2341	2315
3141	851
2433	2634
4927	2090
4513	1477
1758	4807
111	303
4416	3527
1612	4562
1955	2262
3139	1430
12	2268
3891	950
1570	1564
4136	76
1590	3734
2212	2571
2360	2964
1539	1005
4925	791
3158	2103
4358	4533
3096	1722
224	3030
4120	4759
4219	1788
2356	2333
2655	4374
1958	2056
4690	4542
663	2509
296	1667
2740	2528
607	3220
3779	1506
2398	4095
56	1493
4849	1064
199	1304
2012	220
3630	1032
2116	4610
1271	184
60	3436
4989	3017
2349	2859
2540	4246
1637	1459
944	1526
2440	34
4373	4094
4544	3127
1413	3401
3509	3381
1191	4003
1303	2889
4605	741
2484	1374
2309	4327
4470	4783
1460	3765
1199	3920
4315	600
272	2275
762	526
3634	1848
3034	2915
1564	4985
1415	2553
359	2653
1846	2299
3716	3875
4993	1801
498	2581
2976	633
4563	4140
4690	1677
2888	911
548	2529
4278	1788
983	1441
4655	3357
680	1910
4687	635
2146	3656
1657	1604
291	2407
1106	2742
742	4553
4955	740
1166	620
1780	4137
3396	802
2036	566
2421	3430
1170	4775
2210	2700
1682	2367
2291	2355
1432	3611
233	1809
3993	356
4101	1602
3023	2946
4861	3544
4113	259
796	4062
1970	761
866	3612
3171	1668
757	1890
2442	2745
1263	4539
991	4317
1238	2302
3077	4812
2765	4747
2517	3636
2823	4764
1105	1886
1287	2922
2110	3685
2952	1076
1686	1587
3391	276
3085	457
1538	1324
190	3572
1162	2963
981	3176
349	2544
1534	289
4251	1936
2154	1756
3160	2978
213	1461
206	2250
3680	3218
1353	2720
744	2592
3725	1420
1628	2058
2049	1652
4076	4484
3500	3748
705	2411
2371	153
4106	589
183	2294
2052	4099
3048	1394
4429	1264
4610	321
722	2590
1505	4267
2432	3416
2967	2416
2248	686
27	4641
2933	143
3354	1064
1541	4332
2	785
183	4648
1800	358
2125	698
148	2936
1835	3988
2490	1545
1070	1466
1941	585
1709	3347
2100	1788
1811	1310
4701	4194
4645	4105
2035	3987
2405	2302
2453	722
2411	3870
96	2202
2185	2393
567	2187
704	2072
2082	4399
1319	3412
2834	2877
4924	1870
4389	3878
661	3729
1074	59
3447	4375
1530	1319
752	4071
1313	1167
3321	210
1203	3954
3602	2419
2777	3026
2719	3354
1508	4627
2656	103
3599	468
974	3240
4554	1214
1208	2898
2515	4655
1351	4526
4370	2531
2167	2433
1	4219
2415	1857
359	2870
4143	3233
2606	2128
3109	594
2070	2619
2414	3156
2026	355
4886	1097
4634	1721
2402	2650
1761	48
893	562
4481	4411
1877	2927
2125	1318
1986	2068
3257	3902
2891	2238
3141	2656
4283	2913
1833	870
1834	3579
1643	532
2944	3511
1908	1174
1675	3778
78	3251
1681	178
4262	3517
4832	1222
1079	1349
4839	4561
2097	969
1038	4397
4879	2712
4297	3326
4391	3460
4519	2614
2519	1644
4261	2253
1029	598
2926	1472
615	2864
4929	2152
1558	1000
3985	2535
2802	147
2525	769
1088	4580
270	3107
56	2145
2322	3703
4889	1909
2521	4748
430	2064
4803	2394
322	2804
2675	3038
2799	2912
4020	676
730	4905
3343	3773
1156	326
2871	3200
1542	3890
3783	1823
1325	1731
1369	516
2722	4712
4874	2478
3424	2796
745	1457
2182	4107
3645	661
2665	4331
3925	1053
2020	2424
2235	3532
4504	4907
748	141
1514	4485
3751	3213
4172	4690
1002	4251
1652	2549
3909	2416
11	1249
312	1746
167	4224
4658	622
1433	1508
4808	1298
8	48
879	4796
4366	123
209	4768
446	3526
2962	4997
1792	3730
3319	2294
1645	1318
1628	2548
2296	4979
474	1483
2295	137
1532	4049
388	1356
2198	3249
447	4733
1992	2088
3883	563
47	2586
1396	4135
1722	4907
4391	609
3723	1382
3661	476
2408	1734
2928	4248
4188	1889
1487	1185
1434	3545
169	2965
1811	4906
430	883
4789	4707
2596	4116
1292	3894
2759	1319
1754	2501
2966	2962
3572	4067
4212	2557
641	4128
845	3154
2701	3194
2569	3273
4748	3156
1010	1354
1186	501
755	1730
3459	4662
1476	360
4747	94
4254	1541
2798	3521
757	2714
4600	3229
704	4654
2431	1096
2111	4851
3447	3097
572	1031
1768	4083
2405	4417
2980	4582
2606	883
3165	4461
2668	1912
956	2911
3368	1705
661	2250
3888	95
2573	2339
2253	24
3417	2592
3551	972
3134	3203
4421	2277
4976	2747
3579	437
3326	1460
4622	1400
1726	328
4294	3837
5000	1656
2241	2112
3028	3950
445	4057
2371	913
669	2132
898	3821
425	325
4330	3057
798	1375
1465	219
7	150
2257	1613
1889	2940
1725	4362
4894	3148
2076	1441
3515	4684
1786	4642
2549	355
772	2636
2866	1672
91	3765
582	3130
4408	1481
1677	4148
4150	2462
744	1066
4572	3539
831	645
4544	1281
4860	4497
2121	1729
2034	4505
2776	3124
2603	651
3098	656
1083	1070
3941	582
4073	4925
1075	3346
2510	511
1938	3511
2267	3459
1405	2601
3060	2196
4414	1507
1501	275
2587	2782
1553	1740
279	2213
4610	4557
3743	4968
720	731
3220	4960
1970	3087
2757	1551
2118	4998
3623	1209
4532	908
388	3891
2651	1933
1519	3703
2471	4502
3577	1928
3840	2825
3046	960
3463	2891
1129	4117
996	483
2402	875
3847	2007
3337	2864
3546	4942
247	795
3149	6
3238	4448
357	1781
545	346
4232	2108
1166	384
4612	4017
4411	3284
4122	120
2987	3195
4366	3716
2288	4800
3528	4463
4182	4950
2416	2448
4910	1604
2223	1418
2339	2291
408	2318
3111	4928
2644	1993
4979	3951
2283	3905
4354	2764
696	3944
1073	1724
3121	3526
3365	1589
3126	2841
1396	3084
1400	4675
3738	280
3380	2794
3298	390
4757	422
147	4731
3185	2832
3839	1196
703	3098
3341	2909
1615	3934
2218	3092
206	1938
2215	1897
4125	4843
3464	1497
1570	1991
1007	2462
3083	4894
3890	3333
3619	1059
4951	3177
987	4238
3669	3482
2429	2842
3900	1913
1842	3240
2463	2980
3921	1417
3301	1039
427	4214
4142	2701
2928	1219
4967	3583
664	872
2059	4259
4721	4182
4194	297
504	120
280	345
3651	609
1050	3841
2109	2990
0	1766
2125	1754
4386	1618
3624	3853
67	2429
1262	3902
738	1869
3987	4216
416	3808
4100	1082
3573	2038
2810	2315
4644	155
182	51
4817	953
4842	2194
580	3419
2652	3554
3334	4736
843	3091
1649	2937
739	348
329	1240
4649	4680
4384	4168
2219	2269
3088	3028
3498	3596
4558	4344
4176	3650
3476	2988
4179	4746
4	4638
967	1150
2460	1358
1945	2339
4423	2367
3382	4942
181	4763
3666	1111
977	52
4040	4184
2794	3444
1419	2977
4140	2935
817	1684
1147	2986
528	3934
4724	1622
4802	4314
2648	1127
3083	4441
3748	2313
1440	1454
3678	652
3249	2280
3460	3769
1400	3879
1830	3055
3566	2976
2008	678
1897	2616
2002	2364
2839	1723
1362	4238
1307	1220
4329	3974
3988	1548
1398	4303
2461	4694
2069	654
3862	3439
2029	4809
3284	1128
2039	1608
4857	3159
4353	2619
793	4581
4513	229
4652	2299
2584	77
3131	4083
3884	4593
1232	3073
623	4898
876	4092
793	4259
168	1993
4813	1867
2833	2420
1520	2328
462	1745
4776	459
3959	164
4734	4653
3331	2534
3072	1455
1600	4825
3403	3423
2409	948
2213	4998
909	3787
458	631
2932	2571
1786	3033
1698	420
373	1853
3007	1746
4382	3028
4151	1644
2347	514
3505	1831
3240	1636
2298	4745
3004	2134
896	1401
981	914
4904	3412
1798	1456
1613	2083
4025	3531
4587	2683
1678	2831
4000	1750
1329	1623
2190	2799
4435	45
1271	2347
2637	2335
1429	1027
4686	3512
4785	4080
4578	634
2886	4611
4342	173
4059	703
3179	4204
358	1910
131	2386
1781	186
459	4424
2437	4424
1949	2902
1761	4188
3515	730
3547	511
3685	292
1376	4351
1845	3926
4797	1322
494	1655
52	3580
2587	3766
4416	2945
3109	2895
2736	4884
4634	2287
4167	247
4294	1081
1382	3993
4277	932
73	3573
3566	960
4448	2663
2826	4572
1014	3678
660	3041
3308	4443
2885	4870
155	4075
754	418
1901	3731
565	2473
4362	603
3014	2405
2306	3450
4921	1553
2631	920
1244	5000
395	351
2602	345
1532	2996
1688	3035
3117	3922
401	2696
2466	915
4057	1429
1257	897
358	1939
95	1854
2987	4494
2317	4256
4757	1329
1017	3725
4686	419
4869	1943
1858	2695
1995	2157
2076	1747
2303	1390
2638	2464
2187	575
4842	2672
2999	1081
2461	3799
2046	4425
2327	4303
1977	3416
4028	3328
977	2966
3127	1791
2564	1330
2820	2068
4303	254
4797	3948
288	3810
35	3743
20	2168
3314	4847
1320	2337
2967	2467
3034	1089
75	4142
4374	1155
2891	4140
4416	361
1283	1925
945	1497
3673	2901
3328	2985
2711	711
3237	1736
3883	45
2885	3560
3066	1384
2928	604
907	706
1686	1911
1131	4990
1554	2107
240	4089
2713	1211
4917	3790
613	1162
3400	621
43	1152
3140	2554
2952	2332
3735	1975
2283	2354
2694	2432
4710	1916
2843	939
3560	2768
1640	4031
3928	1484
3314	752
4800	2645
182	3984
929	4779
2458	3109
3591	3529
411	656
1262	1166
895	1652
3063	3191
4065	4592
1458	1262
1494	4341
3745	4359
1027	2374
1473	3957
773	3164
1696	1392
2924	1138
4800	2001
3815	1846
753	4970
2497	3014
3622	2233
2303	3045
3143	2703
1504	783
1587	4436
4353	80
380	3535
1655	3758
2831	3126
2270	1025
3558	1028
1838	4452
1906	1494
4311	1665
3510	3502
380	4317
3098	2926
1095	2605
1242	4966
2827	520
4601	3239
224	2372
367	1094
237	2585
2863	4045
486	542
4587	4425
2261	3615
3365	2352
771	2943
4164	1268
618	3754
2742	4376
936	2807
1266	4454
2809	3928
2982	173
2700	1100
1093	1064
2952	4086
2102	306
3297	3673
4916	692
1860	2257
4693	4728
2837	3069
4714	2341
4309	1868
1188	3602
2184	946
2280	3458
1984	3257
477	3254
3115	4511
4022	2432
1699	2696
2261	678
1497	2242
3388	3525
4367	1715
2974	3874
243	3388
1251	1778
1030	4671
1987	4871
1880	3064
3764	1032
1162	4294
571	3807
3843	3191
3738	226
4765	4059
345	1003
1637	2023
1044	1147
2472	2531
1097	4272
1355	3570
2146	3227
1977	3164
2945	1782
1416	978
1577	2513
4275	3499
2137	1960
4854	376
1941	1842
3388	984
4225	4368
1186	3897
3495	117
4413	3205
1643	2024
213	1160
1661	2079
4323	4262
2527	2966
942	1197
4858	985
3965	1507
2130	2641
1884	1703
4310	2853
1857	4733
3271	740
1384	2517
2799	3579
944	2227
706	1494
1012	4391
3880	891
2488	4334
3129	3961
222	2315
3184	3343
2529	2847
3925	2024
55	1474
3783	4333
2584	4605
679	3943
4717	2904
1232	1970
1105	1103
3721	819
2499	1077
349	2698
3535	4259
3392	6
1346	2302
1597	1572
3941	279
4747	4399
3999	4295
2328	4764
165	2884
1150	149
3853	977
4351	4505
2498	4020
3220	304
250	1270
3317	959
858	3846
373	578
1435	3241
124	686
768	136
303	4318
2737	1945
4385	1123
3407	1952
1211	3959
4614	22
3296	1030
4747	4018
1	1687
1905	4823
3556	2312
4293	2905
3029	2876
3195	1255
2795	4658
2718	3155
4285	4423
312	3323
41	191
3757	420
289	4559
486	2004
4617	4868
1119	1442
1618	2048
1306	3901
1219	2390
2562	3257
1159	2601
1688	3574
2302	3062
658	1891
4840	1312
4990	3897
1498	3402
2949	418
788	3424
4896	155
4140	1
2734	599
3157	4645
719	1264
2535	61
806	1956
2860	3171
895	1736
2946	666
1870	1459
850	1617
1517	912
2097	4478
1227	2333
4939	2380
765	1212
4001	114
424	2865
4970	4074
4173	2503
3494	982
3678	563
3365	759
3883	3009
4572	4940
2733	4728
2828	3903
1802	144
3072	1641
3192	4673
234	2154
3428	4176
2665	340
2526	2337
1237	2018
752	961
4032	4137
3219	983
4503	236
3052	4453
515	3840
2455	845
2116	2198
883	2265
4459	3775
426	741
4941	3989
4741	3375
2618	662
3141	3351
3301	1538
1531	1065
3187	3617
3256	2866
3174	523
3437	662
49	4267
3541	4525
2294	4691
4985	930
2593	4508
1187	4105
4087	3528
1721	3148
2015	1144
2714	2746
3673	3152
1383	831
4330	252
369	1551
355	1912
1434	4761
2397	83
903	575
471	558
4109	4443
2066	4416
1091	2511
2397	563
3422	4242
701	410
897	4686
2970	848
3469	526
1894	2723
501	3778
4842	4662
3619	2407
560	1795
3911	3672
1101	2373
1002	2089
2196	1253
1239	280
4993	1253
2968	3189
2073	392
857	4849
3278	1604
3616	2521
3196	4935
2691	4581
694	3199
3677	1645
3102	3743
4382	1464
3198	1945
429	2269
3375	2626
4645	1185
2214	165
3519	4951
3284	2527
1631	4395
3308	1199
170	2412
1767	4966
1848	3797
3653	882
1142	2661
352	2834
1559	2970
4058	3805
2475	3836
628	3882
2245	4233
3410	3478
3041	4837
449	3546
3545	3184
1352	4365
3936	3598
561	561
1515	649
1429	4621
3249	1190
1230	2397
4885	579
211	2636
165	984
1588	4982
2977	1329
3816	4183
678	118
3629	139
3074	4264
3168	344
3547	2258
829	3398
4021	1900
411	76
1324	1854
2043	680
3613	3499
4560	3663
4188	2532
3091	2097
4100	3188
462	3614
3589	2016
3591	4332
810	3490
607	2918
3256	920
3547	769
2134	2930
29	4471
4506	1432
131	2180
4684	4243
3769	3019
588	4006
1243	570
3582	3468
4959	2516
29	1322
19	508
1791	4374
3001	473
3890	4709
4574	3765
483	3365
4977	2188
4692	1262
1561	410
4893	3549
3070	1070
2856	2776
633	3709
3644	4307
3706	3267
244	4736
605	4703
301	2480
1001	2271
4702	936
4748	240
3378	3795
178	4359
4680	1240
3632	1504
3833	2488
4797	1938
1746	2031
2861	1172
170	2605
4145	59
2773	1450
3308	743
4475	2965
3199	4053
180	4504
2653	1707
1761	142
3114	3205
3844	3375
4227	2165
323	1469
3552	1342
223	2327
2779	3049
158	1429
2182	4255
3451	1569
312	1846
4510	459
3553	4109
961	3633
662	1793
2620	3653
61	4103
4908	305
4453	4296
2700	8
1192	2137
2972	1299
3533	3574
4361	2987
1427	2052
3648	4093
2531	1922
2559	1507
3	1
3289	2715
4690	40
3276	2912
4169	984
4371	2202
1456	3533
3902	4895
3803	2948
4443	4203
2610	1069
1795	4194
1786	2773
3820	2864
2776	1994
2385	4835
4462	871
2607	3817
1840	3865
4632	447
786	2769
496	1328
4141	3833
1840	314
2976	4520
4139	4431
4823	92
1450	1466
2674	4314
1143	4218
2413	1692
810	1477
3802	4710
546	4942
2756	2752
2003	3088
2152	327
1368	4102
2188	4900
2597	133
1090	2014
804	951
3576	2370
2143	4479
4589	4923
2275	2464
1305	4464
4401	4051
784	969
3789	3925
3957	2007
2564	493
3512	1195
2657	1207
1593	1768
4833	3905
1365	2396
991	88
1663	3370
2619	387
713	4549
4052	984
2662	1344
2400	1551
1073	2009
2049	3409
4811	1272
1502	2905
3672	3471
1890	3295
4217	4139
4513	514
190	4815
403	2324
4906	635
2745	3912
3471	582
3713	90
946	3958
3638	3431
1021	4391
922	4029
1936	4730
4260	965
3696	2664
225	4063
2881	3545
4369	1480
292	1132
2709	4539
3095	1610
691	4091
2172	3428
265	3533
3831	1726
225	254
3488	1848
2943	1672
4271	2803
3133	3294
4165	2304
2559	1305
313	2722
4950	3627
4102	724
4763	2623
3985	2075
4278	3449
2676	3237
1634	453
233	385
969	2477
3064	3849
1131	2966
4032	4856
1285	1504
4952	342
2156	3962
1842	2926
3517	3959
502	3134
811	4181
6	3692
338	1986
683	4710
1096	1297
2458	4589
1753	2847
2154	1439
1939	50
11	440
1133	334
1276	2811
4580	3575
897	4996
1729	3686
3859	4688
3328	2389
1769	2777
3867	2523
1350	1370
456	4617
2761	2093
3147	840
3489	2935
2559	3153
4385	2850
1701	1225
246	3155
1183	4570
2908	202
2899	2003
1066	4045
1635	2401
4372	3516
3113	616
4473	4994
2025	1173
3738	1263
3276	992
665	4063
1689	313
4232	4536
330	394
369	512
4020	2713
3239	3060
2438	1245
2085	3299
3459	624
2167	3174
878	3020
2236	3474
1700	593
3850	1472
904	3686
3082	2101
1415	2497
226	452
4102	2557
778	1963
1059	3677
810	2486
4967	3788
4255	4750
3489	2289
1559	3889
2724	1475
3280	4998
527	1168
2980	4214
812	3889
2856	994
3657	2685
4457	3114
2799	1358
2557	1053
225	3714
3893	4028
3362	3447
3241	3120
3672	1829
1717	2253
4597	2344
2784	3205
657	3500
2760	3308
2183	1081
631	4046
2192	1800
4552	3706
491	2699
2243	3070
2869	3724
442	4679
1965	2996
845	2007
4972	1036
154	1520
2932	2589
3922	1699
603	1600
2294	57
655	2474
748	1223
4047	64
524	1373
4251	979
898	45
1717	2816
3016	564
1626	2897
901	869
4919	4939
4292	1978
2537	4064
4532	2425
2817	1356
591	2480
1770	2530
2122	877
1998	3106
163	4168
2508	1647
1424	4584
1132	4925
4395	1772
4660	1432
524	3044
1972	363
4823	3096
801	3065
2794	702
551	1675
3266	61
1041	3789
2699	3006
1017	1239
945	904
4391	604
454	715
4951	1815
498	2508
1803	4572
3156	4726
2006	394
3737	2454
3678	559
1902	3567
3258	287
1615	3934
111	3125
2058	1656
4637	4751
1525	3045
2012	1046
430	4129
818	1469
4421	4011
597	3690
1452	4893
4220	1961
4463	4511
0	3171
2024	2431
4138	1080
3905	4624
3426	3945
898	3195
1390	950
3362	3092
3287	4485
1971	285
1415	2995
2070	2700
2745	4285
4049	707
1802	1286
1041	3955
2774	2093
4217	433
282	1413
4295	2384
1027	3610
598	4456
4342	1523
1454	2147
2182	3378
4908	4158
2058	2483
4706	1284
4007	3844
4163	795
2404	3649
3448	4271
1630	4533
229	1220
4004	4074
1591	3689
3383	4662
3010	75
1615	4039
3891	1612
2170	1820
3489	519
2080	3545
4353	3352
1186	2199
3537	509
140	4870
2054	1102
3440	4397
575	4410
3844	4150
1515	1576
3683	2318
3914	4404
4235	3462
1828	3064
1389	3848
4350	3962
2401	1811
2386	1225
3610	1483
1871	982
970	4491
3422	2048
2568	2767
4157	3113
2403	4510
4925	219
1604	2678
269	617
4266	1483
4476	938
4588	2704
2152	3356
1417	1998
4688	929
3884	2774
1909	3084
3455	3546
1922	3240
2748	1804
2657	3888
2967	4086
3315	4837
3448	3335
78	2269
1745	2385
4008	4984
2162	3879
4989	4635
814	3390
2861	2127
3234	1523
1251	2764
4886	740
1367	4663
4989	1996
2704	1463
4353	221
2331	2446
67	4077
2456	415
395	872
4662	431
2506	4195
3303	593
4630	2819
2630	3454
1066	1424
175	362
3728	3649
4692	4668
2746	3925
1127	2769
